content,score,thumbsUpCount,reviewCreatedVersion
saya meminta kode OTP yang katanya dikirimkan by system tapi tidak kunjung dikirim dan seadainya dikirim pun delay sangat lama dan saat saya mau masukkan kode itupun sudah invalid. sudah 1 PEKAN saya bergelut dengan kendala ini tapi tidak ada hasil. sudah mencoba menghubungi CS HAL BCA namun tidak memberi solusinya dan hanya meminta untuk BERSABAR MENUNGGU? sedangkan katanya kendala ini dialami juga oleh nasabah² lainnya juga?! mohon segera diperbaiki karena saya sangat butuh mobile banking!,1,1,4.5.7
"Kenapa kenaikan kredit limit kartu kredit permanen dipersulit sampai gagal berulang kali?saya sering menggunakan kartu kredit BCA, pembayaran lancar,nasabah lama .biar disetujui kenaikan kredit limit kartu kredit mekanisme bagaimana? Kalo bank lain dipermudah kenaikan kredit limit kartu kredit permanen ada yg secara otomatis dilihat sering menggunakan kartu kredit dan pembayaran lancar selama 6 bulan DAN ada juga pengajuan lewat telepon menunggu 14 hari kerja langsung di setujui.",3,0,4.5.9
Parah sih.. error pas dipake top up ke dana.. saldo berkurang tpi gk ada bukti transaksi berhasil dan uangnya gk masuk ke apk dana.. Udh ditunggu 1x24 jam tpi tetep blum masuk.. harus ditunggu brp lama lagi?,1,1,4.5.7
"Saya ganti handphone dan saat verifikasi wajah gagal. Sudah lapor ke halo BCA dan diarahkan untuk install ulang dan pasang satu simcard. Sudah dilakukan tapi msih error dan diminta ke kantor cabang. Saya heran sebelumnya tidak pernah seperti ini, layanan bca paling cepat dan mudah, tapi sekarang jadi downgrade. Masuk akun sendiri saja susah. Kalau tidak ada perbaikan akan banyak perpindahan customer ke bank bank digital.",1,1,4.5.7
"Biasanya pakai wifi lancar buka M-banking BCA, tapi kenapa sekarang lampunya merah terus ya,?? Padahal jaringan wifi bagus loh, giliran pakai data seluler baru lampunya hijau Jangan mempersulit dong BCA Saya pakainya wifi bukan data seluler Tolong kembalikan lagi seperti semula",4,0,4.5.7
"Tolong! Ini bagaimana ya.. Aku tadi niatnya mau lunasi cicilan, pas aku tf malah gangguan, katanya ""sementara transaksi tidak dapat dilakukan"" Pas di cek saldonya kepotong, saya kira sudah berhasil tf tapi pas di cek lagi cicilannya masih berjalan.. Ini bagaimana?",1,2,4.5.7
"Udah 2x nerima transfer dengan nominal masing masing 53rb pas di cek saldonya ko langsung terpotong 50rb tinggal sisa 3rb mana udah 2x transaksi aduhhhhhhhhh rugi 100rb, pas ngecek mutasi rekening ko engga ada keterangan mutasi transaksi uang keluar, baru kali ini kecewa sama BCA",1,4,4.5.8
Setelah aplikasi di update kok malah gak bisa utk transaksi transfer..muncul tulisan sistem tidak tersedia...kalo aplikasi yg terbaru gak bisa digunakan ngapain jg suruh update .,1,1,4.5.7
"Tolong perbaiki lagi aplikasinya. Saya bayar makanan pake QRIS saldonya kepotong dua kali. Tapi dana yang masuk di rekening pedagangnya cuma 1 kali. Transaksi pertama sempat loading lama terus muncul tampilan blank dan eror ada notif hubungi bca. Pas saya coba ulang, transaksi ke 2 berhasil dan dananya 2 kali kepotong.",2,16,4.5.5
Saya buat tabunganku buat khusus menabung anak katanya bisa di tarik sampai rp0. Emang tanpa ada biaya bulanan tapi kejujuran sangat buruk di bca. Saya isi saldo 700rb yang bisa di tarik cuma 680rb. Yang 20rb hilang katanya saldo mengendap tidak bisa di tarik. Tapi di awal di jelaskan bisa di tarik sampai rp.0. kalau emang bisa sampai 0 seharusnya 700rb yg bisa di tarik semua. Itu sama aja harus ninggal saldo. Paling benci sama bank yg curang dan tidak jujur. Gak bakalan pakai bca lagi.,1,1,4.6.0
"Bca yang skrg lagi kenapa ? Potongan biaya adm mahal. mana klo beli pulsa atau TF sering banget pending tapi uang tabungan udah kepotong, telpon CS nyedot pulsa banyak. malah jadi nambah boros merugikan pelanggan begini caranya.",2,0,4.5.9
"saya bayar tagihan internet by u pakai bca virtual akun. pembayaran pertama gagal dengan keterangan ""pembayaran tidak dapat diproses"". di percobaan ke dua bisa, tapi total tagihan saya jadi 2x lipat. tolong dibantu min",4,0,4.6.0
"kenapa akhir-akhir ini M-BCA nyuruh verifikasi teruz. tiap buka aplikasi verifikasi teruz. padahal sebelum nya tidak pernah. bulan Maret ini udah 4x dalam 1bulan disuruh verifikasi teruz. pulsa hbs untuk verifikasi. HP saya dual sim. dulu tidak apa2 pake dual sim, sekarang capek dech. minta tolong solusinya.",3,0,4.6.0
"Barusan saya update BCA kok selalu keluar warning nonaktifkan aksesibilitas. Dan sudah saya nonaktifkan, tetap saja muncul warning tersebut lalu aplikasi menutup sendiri. Solusinya gimana",2,0,4.6.0
"Untuk tim m bca, kalau bisa dipermudah untuk verifikasi e-ktp tidak perlu ke kantor, karena seperti saya yang kerja masuk pagi pulang sore belum tentu bisa datang hanya untuk verifikasi e-ktp Karena setau saya, data saya sudah ada waktu pembuatan kartu atm, harusnya dipermudah untuk pendaftaran akun m bca.",1,1,4.5.9
"Malam Min, setelah update ke versi terbaru muncul lagi masalah aksesibilitas, sudah dimatikan tetap masih muncul hal yang sama, mohon segera di FU Min, terima kasih",3,0,4.6.0
"jaringan bagus tapi kenpa stlah masukan 16dgit no d atm tiba2 hilang signal, padahal jaringan sblum nya kuat dan bagus, akhirnya sya ga bisa menggunakn. mbnking ,,, tolong d perbaiki dong layananya biar ga ribet dan susah begini",2,0,4.6.0
"Di upgrade malah sering muncul isikan menampilkan aplikasi game ,kok aplikasi keuangan malah minta izin menampilkan iklan ,parah ini ,klu sudah tekan izinkan ,pasti akun mbanking nya ga aman lagi",1,1,4.6.0
"masukin pin bener malah ke blokir salah katanya, verifikasi ulang lagi lewat sms butuh pulsa. semoga kedepannya bisa kirim kode otp di wa biar lebih praktis, dan evaluasi untuk pin yang di masukan benar tetapi di salahkan.",2,1,4.6.0
kenapa punya saya gk muncul notifikasi saat ada transfer masuk? padahal semua izin notifikasi udah nyala,4,0,4.5.9
"Sering tiba-tiba verifikasi ulang, lagi mau bayar tiba-tiba suruh verifikasi kan ribet jadinya mau bayar. Jangan keseringan verifikasi gitu. Terus sekarang giliran mau verifikasi malah engga bisa-bisa, gimana ini?",1,1,4.6.0
knpaa sih sekrng bukanyaa harus pake paket data..g bisa kalo buka pake wifi..masak iyaa mau buka m banking hrus beli paketan dulu..aku coba buka bank lain bisa kog pake wifi..cuman bca doang nih ngadi² emang!,3,0,4.6.0
"Susah buat m banking, udah kirim sms malah tidak ada jawaban dan gabisa verifikasi, apk m banking ter ribet dari yang lain, cuman nyedot pulsa saja.",1,1,4.6.0
"Sekarang kok jelek aplikasinya, pindah data karna ganti hp kok sudah bisa semua tapi bilangnya tunggu lampu hijau. Lah kotak lampu nya aja tidak ada loh dibagian masuk ulang karna ganti hp, tolong djarum grup diperbaiki, jangan sampai nama yang sudah dibangun lama dan citra yang sudah bagus bisa langsung drop karena aplikasinya haduh gak tau deh. Tau hijau merahnya dari mana?",2,11,4.5.5
"Ini yang buat protokol keamanan LOGIKA nya di pake gak sih? Jika kehabisan quota internet, transaksi cuma bisa di lakukan dengan koneksi dari SIMcard terdaftar, sedangkan pakai theatring perangkat lain juga ga bisa transaksi, terus cara ngisi ulang Quotanya gimana coba? Ini cara kolot yang ga relevan di jaman yang serba canggih & efisien. Generasi gaptek udah saatnya untuk mundur deh, kalian memang udah gak bisa selaras dengan jaman ini.",1,68,4.5.5
"Halloooo bca ini kenapa saya login ulang ke mbangking ngga bisaa yaahhh padahal no telepon masih aktif dan pulsa pun masih ada l tapi kendalanya katanya di jaringan padahal udah di coba jaringan wifi sama jaringan seluler ttep ga bisa, menyusahkan transaksi banget soalnya kalo kaya gini",2,29,4.5.5
"m-bca kenapa ya uda dari awal agustus ini gabisa daftar rekening baru, diuninstall malah gabisa log-in mlah disuruh daftarin nomor ke atm bca.",5,0,4.6.1
kenapa selalu minta nonaktifkan aksesibilitas. padahal sudah nonaktif. sampai banyak aplikasi lain yg saya buang . tetep saja monta nonaktifkan aksesibilitas . apa maksudnya,1,1,4.6.1
Bagusan versi sebelumnya. Ketika kita mau transfer itu kita minta konfirmasi dulu baru masukan pin lalu transfer. Tapi sekarang masukan pin langsung transfer. Tidak ada konfirmasi dulu,4,0,4.5.7
Kenapa aplikasi BCA Mobile sekarang ngak ada menu pembelian tiket kereta api jarak jauh/antar provinsi. Padahal beberapa bulan yang lalu bisa buat beli tiket kereta. Mohon di adakan lagi seperti beberapa bulan kemaren untuk mempermudah transaksi,4,0,4.5.7
Muncul tulisan. Transaksi tidak dapat dilakukan. Pas dimutasi rekening diliat saldo udah keluar. Eh dicek dipenerima malah gak masuk saldonya. Udah chat cs BCA tapi parah banget responnya lama. Jadi gimana ini saldo saya?!,1,1,4.5.7
"Sebelumnya tidak ada masalah, tapi setelah sya coba pakai data internet SIM 2, dikarnakan SIM 1 kuota habis sampai sekarang tidak bisa verifikasi, setelah kembali pakai SIM1 lg ttp tidak bisa mohon di proses, sudah sy ikutin smua cara yg di arahkan cs halo bca, tapi ttp tidak bisa..",5,0,4.5.9
"Saat buka m-banking cek saldo keluar kata SILAHKAN REGISTRASI ULANG DI ATM, sudah melakukan registrasi ulang di ATM selalu gak bisa. Datang di bank nunggu hampir satu jam belum di tangani,padahal keadaan sepi, gak ada konfirmasi apa².",2,1,4.5.6
BCA mobile semakin tidak nyaman bagi pengguna tunanetra karena di sebagian handphone Android itu sudah tidak akses lagi seperti BCA mobile yang sudah tidak terbaca oleh TalkBack dan untuk memasukkan pin-nya saja sudah tidak bisa saat bertransaksi Saya harap ini segera diperbaiki karena ini sangat tidak nyaman sekali bagi kami para tunanetra masa hanya di Samsung dan iPhone saja yang bisa terbaca sedangkan handphone Android lainnya seperti Xiaomi itu sudah tidak bisa terbaca itu rasis namanya,1,1,4.5.7
"Kode 205 Katanya suruh nunggu beberapa saat Saya dah nunggu hampir seminggu Setiap login masih keluar kode 205,,,S&K nya terlalu berlebihan,,internet harus make kartu yg terdaftar,,,gonta ganti kartu g bolehhh... Dalam keadaan darurat cuma bisa pasrah klo make BCA mobile",1,1,4.5.7
"Aplikasi dongo nih, harusnya mempermudah nasabah jika lupa PIN tidak harus datang ke bank. Udh berkali kali sms abis pulsa banyak ternyata masih tidak bisa menyelesaikan masalah. Payaaahhhh",1,2,4.5.8
"Kenapa sekarang bca makin buruk ya, saya barusan tf ke bank lain, tulisan gagal tapi saldo terpotong, setelah saya cek mutasi terkirim, tapi di tujuan saldo belum masuk. Tolong perbaiki lagi ya, dan bagaimana saldo saya yg terpotong?",3,0,4.5.7
"sudah bagus, cuma ada masalah saat menampilkan mutasi tidak terdaftar semua. hanya beberapa yang ditampilkan (tidak akurat). mohon untuk ditindak lanjuti ☺️",4,0,4.5.9
"aplikasi sebenarnya sudah nyaman digunakan, namun ada beberapa hal penting untuk ditingkatkan, yaitu kestabilan saat transfer uang dan notifikasi masuk/keluar uang yang jarang muncul.",5,0,4.5.7
Gk bisa ke buka lagi tuh aplikasi BCA mobile nya udah di verifikasi lewat SMS masih tetap saja gk bisa ke buka setiap SMS saya bayar pake pulsa masih tetap saja gk bisa ke buka perbaiki Boss..Jadi tercoreng nama baik BCA mobile..🤦🤦,1,2,4.5.6
Saldo pulsa 10rb saya terbuang sia - sia untuk mendapatkan kode otp log in lagi di hp baru .kalau dapet sih kode otp nya tidak apa - apa terpotong dan dan mendapat kode otp nya . Ini malahan tidak dapat kode otp nya dari SMS .yang ada buang cuma cuma saldo pulsa saya !!,1,2,4.5.7
Setelah update terbaru kok jadi sering close sendiri aplikasinya padahal blm selesai transaksi. Ini bagaimana ya diupdate bukan jadi lebih baik lagi..,3,0,4.5.7
Sim hp tidak sesuai suruh verifikasi... Padah sim nya sudah di hp cuma paket data kan bisa gonta ganti karena lokasi sinyal berbeda setiap tempat... Eh ini suruh verifikasi terus anjiiir,1,2,4.5.9
Mohon solusi nya aplikasi m bca sya terblokir setelah sya laporan ke bank di aktifkan oleh petugas dan juga sya sudah verifkasi no tlp ke atm yg jadi masalahnya knpa aplikasi m bca nya tidak bisa di buka padahal sya sudah mengikuti petunjuk dengan mengirimkan sms dengan nomer kartu dan telah aktif tp tetap tdk bisa di buka kembali ke perintah awal lagi,3,0,4.5.9
"Alhamdulillah akhirnya keluhan nasabah di dengar. Terimakasih BCA, sekarang apk BCA mobile memberikan lagi fitur delete di inbox walaupun sekarang sekali hapus cuma bisa 5 pesan tapi gapapa yg penting inbox bisa dihapus lagi tanpa harus ribet pake kirim sms dan memasukan nomor kartu debit",5,177,4.5.7
"Bank BCA memberikan app bca Mobile, hnya saja yg terbaru ini butuh verifikasi KTP sama wajah, dan proses nya selalu gagal padahal sedah sesuai... Ini sangat tidak nyaman... Menandakan pembaruan pihak bca gagal, app gagal jangan ditetapkanlah, kegagalan sampai masuk youtube dan harus hubungi halo bca lgi, kalo dibutuh kan malm hari, transaksi jadi terganggu",5,1,4.5.6
"Untuk log in m banking nya terlalu ribet harus menggunakan pulsa dan untuk nunggu kode otp nya lama sekali sampe nyoba berkali kali, yang ada malah pulsa saya kepotong terus dan akun saya terblokir karena otp yang di kirimkan lama skali masuknya ke SMS saya",1,2,4.5.9
"Setelah di update lampu selalu merah dan setelah melakukan privikasi ulang malah Ndak bisa transaksi dan timbul tulisan ""sementara transaksi tidak dapat di proses silakan ulangi beberapa sa'at lagi""",2,0,4.5.9
"Tolong dong kalau ada potongan admin setiap bulan muncul di notifikasi biar tau saldo kepotong buat apa,ini notifikasi kosong gk ada apa² tp saldo berkurang sampai 14k Kalau ada notifikasi kan kita tau gk tiba² kepotong gitu aja",5,1,4.5.6
"Sudah 30 kali saya verifikasi ulang SMS BCA tapi masih tetap tidak bisa dibuka aplikasi nya, pulsa habis tapi mau Log in tetap harus verifikasi terus . Mohon tingkatkan pelayanan untuk BCA ini",2,0,4.5.7
"Jd susah utk di gunakan 😭 selalu blg tdk ada sinyal, padahal wifi jadi & kuota ada 😭 kenapa setelah update yg baru jd begini tolong perbaiki 😭🙏",3,0,4.5.7
"Ini kenapa lampu indikator jadi merah terus setelah diupdate???!!! Padahal jaringan aman. Pake WiFi, hotspot, juga sama!",1,2,4.5.9
"Aplikasi sering stuck di logo, dan harus hapus data login lagi, menghabiskan pulsa untuk verifikasi, mohon ditingkatkan kualitasnya kalo tidak mau ditinggalkan",2,0,4.5.7
"BCA Mobile sekarang bertele tele tidak seperti yg dahulu.. Kirim kode OTP aja harus pnya pulsa padahal kan tinggal kirimin aja kode nya ke nomor yg didaftarkan.. Bener"" Bego sangat bodoh buang"" Waktu aja gw download",1,2,4.5.9
"Aplikasi BCA sudah bagus, saran saya kalo cek saldo mending pakai pin kaya dulu deh, jangan tiba-tiba langsung muncul saldo tabungan, nanti takutnya di intip sama orang yang gak dikenal bahaya, jadi pemicu pencurian uang di rekening.",5,0,4.5.7
"Sekarang gabisa buat pembayaran online, baik itu top up saldo atau pun buat checkout barang, kecewa padahal enggak seperti ini tahun tahun kemarin :) semoga segera pulih ya ^_^",1,2,4.5.9
"min ini gimana saya transaksi QRis, pas mau scan malah gagal, tpi di mutasi berhasil terpotong saldo saya, pas di tanyakan ke penerima, ga ada saldo masuk, tpi saldo saya berkurang, tolong di proses min",1,2,4.5.6
"kali ini kecewa Saya dgn bcamobile cardles mengambil uang dengan nominal 100rb sesuai yg saya klik di aplikasi bca cardlesnya keluar uangpun juga sesuai yg saya klik di cardles yaitu 100rb Tetapi saldo saya terpotong 100rb seakan2 saya melakukan transaksi tarik tunai cardless 100rb nya 2 kali padahal cuman sekali masuk pin nya juga sekali ,sudah pengajuan di hallo bca tpi katanya ""aman"" , aman apanya saldo saya hilang 100rb .bener cuman 100 tapi bisa diketahui 100 sngt berguna bagi yg butuh",2,0,4.5.7
"sekelas BCA masa kaya gini? pake data ataupun pake wifi tetap saja lampu indikator dari pagi sampe siang tidak berubah,udah restart hape sampe mode pesawat tetap tidak pengaruh. kalo orang dirumah sakit mungkin keburu hilang nyawa nunggu uang untuk pengobatan !!! BAD RATING ! tolong dibetulkan",1,2,4.5.9
"ini aplikasi gimana si ya?? masa setiap mau masuk mbanking tiba tiba sim card tidak sesuai trus verifikasi ulang trus yg makan pulsa, gimana ini? padahal simcard ada aktif loh, masa verifikasi trus kan lumayan makan pulsa kalo mau buka mbanking selalu verifikasi ulang haduuuhh tolong dong",1,2,4.5.9
"Setelah ganti kartu malah makin kendala terus... Pertama transaksi Qris ke merchant tidak masuk saldo berkuran, dan sampe saat ini uang hangus, skrg mau tarik tunai saldo kepotong, uang ga keluar, tlpn ke halobca tidak ada titik temu dan tanggung jwb, sampai 4x tlon jwbannya sama smw...laporan urgent harusnya di perioritaskan",1,1,4.5.7
"Tolong dong bca, beli paket data saldo udah kepotong tapi paket data belum juga masuk tuhh. Kejadian bukan hanya sekali ya, tapi beberapa kali. Tolong dikasih solusi atau di perbaiki lagi yaa🙏🏽",3,1,4.5.6
"Kak tolong dong sistemnya dicek lagi,,mau buka m-bca ga bisa terus dari pagi,,205 terus ,transaksi tidak dapat dilakukan, silahkan ulangi beberapa saat lagi,,begitu terus dari pagi sampe capek bolak balik nyoba",2,1,4.5.7
Setelah update kenapa indikatornya merah terus.. pake data seluler bisa..tapi komek ke wiffi gak bisa. . Jd terhambat buat transaksi jual beli,2,0,4.5.9
"pelayanan nya skrg menurun dan membuat tidak nyaman bagi konsumen saat benar² lagi di perlukan.. namun lampu indikator selalu merah, padahal wifi aman.",1,2,4.5.9
"Bayar pake qris di salah satu warkop, notifnya gagal, tapi saldo terpotong, mana 2 kali lagi, total 16rb, memang jumlahnya kecil,.tp itu kan uang juga, tolong dong BCA ini di respon, sy udh kirim email, hubungi lwt wa katanya disuruh nunggu, syaa butuh kejelasan, klo ga nanti sama merchant sy ditagih terus, biasanya enak lancar jaya, kenapa skrg bikin ssh",1,1,4.5.7
